NO,CODE,DESCRIPTION,Brand,MODEL,OEM,PCS,NW,GW,M3,START_YEAR,END_YEAR,manufacturer,part_type,model_series,numbering_guide,location
,IZF037 RA,FENDER RH W/O S.L HOLE,Isuzu,D-MAX,8-97234-752-6,1,3.149085248,3.841836192,0.05970105,2002,2004,,,,,
6,IZF037 LB,FENDER LH W/ S.L. HOLE & FF.HOLE,Isuzu,D-MAX,8-97234-755-6,1,3.051343405,3.599912763,0.071367089,2003,2004,,,,,
,IZF037 RB,FENDER RH W/ S.L HOLE & F.F. HOLE,Isuzu,D-MAX,8-97234-754-6,1,3.189308872,3.81768485,0.06008576,2003,2004,,,,,
7,IZF037 LC,FENDER 4WD LH W/ FENDER FLARE HOLE,Isuzu,D-MAX,8-97374-639-0,1,2.522908777,4.114856693,0.060151194,2004,2005,,,,,
,IZF037 RC,FENDER 4WD RH W/ FENDER FLARE HOLE,Isuzu,D-MAX,8-97374-638-0,1,2.568562836,3.868987842,0.061873591,2004,2005,,,,,
8,IZFD037 LA,FRONT DOOR SINGLE/SPACE LH,Isuzu,D-MAX,8-97359-124-0,1,18.29740846,19.54809919,0.165005482,2002,2005,,,,,
,IZFD037 RA,FRONT DOOR SINGLE/SPACE RH,Isuzu,D-MAX,8-97359-123-0,1,14.85057389,16.45652262,0.192677374,2002,2005,,,,,
9,IZFD037 LB,FRONT DOOR DOUBLE CAB,Isuzu,D-MAX,8-97359-128-0,1,19.34879513,18.57829798,0.157141761,2002,2005,,,,,
,IZFD037 RB,FRONT DOOR DOUBLE CAB,Isuzu,D-MAX,8-97359-127-0,1,16.79017976,22.5722746,0.168516774,2002,2005,,,,,
10,IZFD037 F LA,FRONT DOOR LH SINGLE CAB/SPACE,Isuzu,D-MAX,8-97359-124-0,1,7.236133352,11.32622352,0.223641608,2002,2005,,,,,
,IZFD037 F RA,FRONT DOOR RH SINGLE CAB/SPACE,Isuzu,D-MAX,8-97359-123-0,1,4.664387278,4.512926074,0.933273922,2002,2005,,,,,
11,IZFD037 R LA,REAR DOOR LH DOUBLE CAB,Isuzu,D-MAX,8-97359-171-0,1,15.32043491,17.78777274,0.156898645,2002,2008,,,,,
,IZFD037 R RA,REAR DOOR RH DOUBLE CABIN,Isuzu,D-MAX,8-97359-170-0,1,14.5294676,15.6555097,0.143156941,2002,2008,,,,,
12,8-93295-497-4,FRONT DOOR PILLAR COMPLETE 4 DOOR LH,Isuzu,D-MAX,8-93295-497-4/3,1,27.48313321,40.92466431,1.32297776,2002,2005,,,,,
,8-93295-498-4,FRONT DOOR PILLAR COMPLETE 4 DOOR RH,Isuzu,D-MAX,8-93295-498-4,1,4.513378827,7.281079581,0.507834702,2002,2005,,,,,
13,IZSP037 LA,SIDE PANEL SINGLE CAB LH,Isuzu,D-MAX,8-97236-617-0,2,6.857446004,10.7499268,0.117727005,2004,2008,,,,,
14,IZSP037 RA,SIDE PANEL SINGLE CAB RH,Isuzu,D-MAX,8-97236-313-6,2,8.568796773,10.00542899,0.119652381,2004,2008,,,,,
15,IZTB037 NA,REAR TAIL BODY D-MAX SINGLE CAB,Isuzu,D-MAX,8-97350-025-0,1,122.8398795,142.5906737,2.266550917,2002,2003,,,,,
1,IZT037 NA,TAIL GATE SIDE OPENER,Isuzu,D-MAX SINGLE CAB,8-97323-464-3,1,25.52585608,25.5852758,0.054863468,2002,2003,,,,,
2,IZT037 NB,TAIL GATE MIDDLE OPENER,Isuzu,D-MAX SPACE CAP,8-97323-646-3,1,22.39157141,23.2491953,0.05367736,2002,2003,,,,,
3,8-97235-326-3,ROOF SINGLE CAB,Isuzu,D-MAX,8-97235-326-3,1,5.888308505,6.90362942,0.145664035,2003,2005,,,,,
4,8-93290-859-1,ROOF (4 DRS.),Isuzu,D-MAX,8-93290-859-1,1,9.931357522,15.82507345,0.282016179,2003,2005,,,,,
5,IZTB037 NB,REAR TAIL BODY DOUBLE CAB,Isuzu,D-MAX,8-97350-027-0,1,118.758718,142.8728166,1.979049857,2002,2003,,,,,
6,IZTB037 NF,REAR TAIL BODY(FLAT BODY TYPE),Isuzu,D-MAX,MNF0-DHGV4-A4,1,54.63337399,53.16848811,1.040228884,2004,2011,,,,,
7,IZFF037 F LA,FENDER FLARE FRT LH 2.5 mm.,Isuzu,D-MAX 2/4 DRS. 2.5mm,8-97331-841-0,1,1.770182424,1.757752001,0.075250439,2002,2004,,,,,
,IZFF037 F RA,FENDER FLARE FRT RH 2.5 mm,Isuzu,D-MAX 2/4 DRS.,8-97331-829-0,1,1.026287715,2.362085262,0.115673834,2002,2004,,,,,
8,IZFF037 F LB,FENDER FLARE FRT LH 2.0 mm.,Isuzu,D-MAX 2/4 DRS.,V2L9-G8UO1-7E,1,4.827548961,1.254845231,0.878937771,2002,2004,,,,,
,IZFF037 F RB,FENDER FLARE FRT RH 2.0 mm.,Isuzu,D-MAX 2/4 DRS.,4EOA-PMSXV-MR,1,10.62080601,12.22638997,0.659696121,2002,2004,,,,,
9,IZFF037 R LA,FENDER FLARE REAR LH 2.5 mm.,Isuzu,D-MAX 2/4 DRS.,8-97235-465-2,1,15.09569245,0.67556509,0.104504966,2002,2004,,,,,
,IZFF037 R RA,FENDER FLARE REAR RH 2.5 mm,Isuzu,D-MAX 2/4 DRS.,8-97235-466-2,1,4.326744086,2.643930483,0.520813785,2002,2004,,,,,
10,IZFF037 R LB,FENDER FLARE REAR LH 2.0 mm.,Isuzu,D-MAX 2/4 DRS.,8-97350-458-1,1,8.250877329,7.241378545,0.38807267,2002,2004,,,,,
,IZFF037 R RB,FENDER FLARE REAR RH 2.0 mm.,Isuzu,D-MAX 2/4 DRS.,8-97350-460-1,1,19.35619452,16.32949034,0.196985895,2002,2004,,,,,
11,IZFF037 SA,FENDER FLARE SET (6 PCS.) 2.5 MM,Isuzu,D-MAX 2 DRS.,F5JE-721YS-VU,1,5.392769293,9.422665771,0.327722947,2002,2003,,,,,
12,IZFF037 SB,FENDER FLARE SET (6 PCS.) 2.5 MM,Isuzu,ISUZU D-MAX 4 DRS.,QVVH-51JPQ-VZ,1,6.34715176,12.26595796,1.051933324,2002,2003,,,,,
13,IZFF037 SC,FENDER FLARE SET (6 PCS.) 2.0 MM,Isuzu,D-MAX 2 DRS.,KTVL-PMP3O-4U,1,7.089012938,7.881199916,0.027535503,2002,2003,,,,,
14,IZFF037 SD,FENDER FLARE SET (6 PCS.) 2.0 MM,Isuzu,ISUZU D-MAZ 4 DRS.,51KR-3UG1Y-MK,1,4.589020022,12.37538669,0.03395383,2002,2003,,,,,
15,IZPF037 LA,PANEL FLARE LH 2.5 mm.,Isuzu,D-MAX 2/4x4,8-97331-862-0,1,0.097566137,0.433784301,0.003249901,2002,2004,,,,,
,IZPF037 RA,PANEL FLARE RH 2.5 mm.,Isuzu,D-MAX 2/4x4,8-97331-863-0,1,0.086104817,0.403901793,0.00357904,2002,2004,,,,,
16,IZPF037 LB,PANEL FENDER LH 2.0 mm.,Isuzu,D-MAX 2/4 DRS.,8-97331-862-0,1,6.925209796,1.399970204,0.909286505,2002,2004,,,,,
,IZPF037 RB,PANEL FENDER RH 2.0 mm.,Isuzu,D-MAX 2/4 DRS.,8-97331-863-0,1,8.681983097,10.71362756,0.251891816,2002,2004,,,,,
17,IZIF037 LA,INNER FENDER LH,Isuzu,D-MAX,8-97235-443-1,20,6.07507632,6.329779514,0.030176132,2002,2004,,,,,
,IZIF037 RA,INNER FENDER RH,Isuzu,D-MAX,8-97235-441-2,20,6.429449739,7.702189984,0.034208822,2002,2004,,,,,
18,8-97240-604-1,PROTECT CENTRAL RUBBER,Isuzu,D-MAX,8-97240-604-1,1,0.835986049,2.141868193,0.018162035,2002,2004,,,,,
1,IZHL037 LA,HOOD LEDGE (INNER FENDER)LH,Isuzu,D-MAX,8-97234-965-3,6,5.749617639,7.440387976,0.185578718,2003,2005,,,,,
,IZHL037 RA,HOOD LEDGE (INNER FENDER)RH,Isuzu,D-MAX,8-97234-964-4,6,8.262413071,11.18314476,0.158910183,2003,2005,,,,,
2,IZR037 NA,RADIATOR SUPPORT,Isuzu,D-MAX,8-97234-873-3,1,6.352464618,9.428276298,0.062169081,2004,2005,,,,,
3,IZRD037 NA,RADIATOR AUTO 3000 CC 2WD,Isuzu,D-MAX 3000 AUTO,8-97333-349-0,1,5.499172286,6.634233923,0.039957472,2003,2005,,,,,
4,IZRD037 NC,RADIATOR MANUAL 2500 CC.,Isuzu,D-MAX 2500,8-97333-350-3,1,6.075405899,7.742557706,0.331413058,2003,2005,,,,,
5,IZRD037 NM,RADIATOR MANUAL 3000 CC 2WD,Isuzu,D-MAX 3000,8-97333-350-0,1,3.952441325,5.868040226,0.098635251,2003,2005,,,,,
6,PL3196,CONDERSER,Isuzu,D-MAX,88460-50020,1,4.169185093,4.852998522,0.038242255,2001,2003,,,,,
7,EFB037 IZ,ENGINE FAN BLADE,Isuzu,D-MAX,8-97920-295-0,20,9.353598788,12.31129857,0.156070634,2003,2007,,,,,
8,8-97921-857-0,ENGINE FAN BLADE 2500 CC,Isuzu,D-MAX,8-97921-857-0,1,0.711783552,1.043969232,0.013527452,2002,2005,,,,,
9,8-97331-593-1,WINDSHIELD GLASS,Isuzu,D-MAX,8-97331-593-1,1,13.65184879,16.33442764,0.478436456,2002,2003,,,,,
10,8-98002-239-0,FRONT MUDFLAP LH,Isuzu,D-MAX,8-98002-239-0,1,0.119684542,0.306507363,0.008970668,2002,2007,,,,,
,8-98002-237-0,FRONT MUDFLAP RH,Isuzu,D-MAX,8-98002-237-0,1,0.344280947,0.360968396,0.011876051,2002,2007,,,,,
11,8-97314-347-0,WINDSCREEN WASHER TANK,Isuzu,D-MAX,8-97314-347-0,1,0.64496733,0.752689172,0.012947136,2002,2003,,,,,
12,IZBR037 NA,BUMPER REINFORCEMENT LOWER,Isuzu,D-MAX,8-97235-867-2,1,4.726362924,6.559671478,0.029384724,2003,2004,,,,,
13,IZBR037 LA,BUMPER REINFORCEMENT LOWER,Isuzu,D-MAX,8-97235-867-2,1,2.88432311,2.256510323,0.012846471,2002,2003,,,,,
14,IZBR037 UA,BUMPER REINFORCEMENT UPPER,Isuzu,D-MAX,8-97235-872-3,1,1.239686302,1.637077704,0.045109491,2002,2003,,,,,
15,8-97238-049-0,BRACKET FRONT BUMPER,Isuzu,D-MAX,8-97236-049-0,1,0.266820652,0.287794891,0.000264588,2002,2005,,,,,
16,8-97235-849-0,REAR PILLAR,Isuzu,D-MAX,8-97235-849-0,1,3.883021554,5.853970847,0.081123174,2002,2002,,,,,
,8-97235-848-0,REAR PILLAR,Isuzu,D-MAX,8-97235-848-0,1,3.456559633,6.237884967,0.100176,2002,2002,,,,,
17,8-93291-049-3,MIDDLE PILLAR,Isuzu,D-MAX,8-93291-049-3,1,2.171849655,2.27176258,0.046550671,2003,2004,,,,,
18,8-97362-229-0,STAYING HOOD FRT. END,Isuzu,D-MAX,8-97362-229-0,1,0.386216823,0.35603291,0.001237842,2002,2005,,,,,
1,RGH037CB IZ,REAR GATE MIDDLE OPENNER CP,Isuzu,D-MAX,8-97235-386-2,1,0.241686216,0.254050686,0.001163603,2003,2005,,,,,
2,IZDH037 SA,DOOR HANDLE W/COVER INSERT,Isuzu,D-MAX,R2S6-90CVT-O4,1,0.108285096,0.245900144,0.002709946,2003,2005,,,,,
3,IZDH037 SB,DOOR HANDLE COVER W/INSERT,Isuzu,D-MAX,HACR-PD5LK-VR,20,0.563387868,11.82147949,0.133016577,2003,2005,,,,,
4,8-97234-878-0,SEAL WEATHERSTRIP,Isuzu,D-MAX,8-97234-878-0,1,0.195403688,0.198513341,0.000337402,2002,2002,,,,,
,8-97234-877-0,SEAL WEATHER STRIP,Isuzu,D-MAX,8-97234-877-0,1,0.21486294,0.227290133,0.000271575,2002,2002,,,,,
5,8-98004-222-0,WEATHER STRIP DOOR FRT LH,Isuzu,ISUZU D-MAX,8-98004-222-0/97364-716-0,1,0.550846126,0.596632475,0.000691502,2002,2003,,,,,
,8-98004-221-0,OUTER DOOR WEATHERSTRIP RH,Isuzu,D-MAX,8-98004-221-0/8-97364-715,1,0.532910092,0.524651406,0.000788558,2007,2008,,,,,
6,8-97364-719-0,WEATHER STRIP ASSY FRT LH,Isuzu,ISUZU D-MAX,8-97364-719-0,1,0.566323117,0.487840899,0.000696629,2002,2003,,,,,
,8-97364-718-0,WEATHER STRIP ASSY FRT RH,Isuzu,ISUZU D-MAX,8-97364-718-0,1,0.479193848,0.597398855,0.000707633,2002,2003,,,,,
7,8-97239-342-0,MOULDING WINDSHIELD,Isuzu,ISUZU D-MAX,8-97239-342-0,1,0.495366636,0.621173378,0.000883818,2002,2003,,,,,
8,8-97363-021-0,ROOF MOULDING 2 DOOR LH,Isuzu,D-MAX,8-97363-021-0,1,2.512471794,3.099398873,1.280650824,2002,2005,,,,,
,8-97363-020-0,ROOF MOULDING 2 DOOR RH,Isuzu,D-MAX,8-97363-020-0,1,2.088464977,5.43071465,1.080685816,2002,2005,,,,,
1,IZB043 NA,FRONT BUMPER 2WD W/O HOLE,Isuzu,D-MAX COMMON RAIL,8-97367-038-3,1,3.59408293,4.071134679,0.065273653,2004,2005,,,,,
2,IZB043 NB,FRONT BUMPER 4WD W/HOLE,Isuzu,D-MAX,8-97367-038-3,1,3.747998942,4.574981608,0.065805306,2004,2005,,,,,
3,IZB043 NC,FRONT BUMPER 4WD W/HOLE PRIMED,Isuzu,D-MAX,8-97367-038-3,1,4.015067021,3.993212336,0.0643469,2004,2005,,,,,
4,IZB043 ND,FRONT BUMPER 2WD DARK GRAY,Isuzu,D-MAX COMMON RAIL,8-97367-038-3,1,3.341885001,4.202065286,0.057756608,2004,2005,,,,,
5,IZG041 NA,GRILLE GYM/ CP MOULD COMPLETE 2WD,Isuzu,D-MAX,8-97367-363-2,5,8.629731369,12.86580976,0.205815953,2004,2005,,,,,
6,IZG041 NB,GRILLE GYM MOULDING 2WD,Isuzu,D-MAX,Z13P-LEO8M-TL,5,8.468732168,10.67865769,0.187402683,2004,2005,,,,,
7,IZG041 NC,GRILLE ALL CP / CP MOULDING,Isuzu,D-MAX,PERFORMANCE,5,8.740610091,12.24589074,0.185056709,2004,2005,,,,,
8,IZG043 NA,GRILLE W/G. MDG. 4WD CP/BK,Isuzu,D-MAX COMMON RAIL,8-97367-358-2/361-2,5,8.351419881,10.59040529,0.211594505,2004,2005,,,,,
9,IZG043 NB,GRILLE W/GRILLE MOULDING GYM,Isuzu,D-MAX COMMON RAIL,8-97367-358-2,5,7.063937567,9.191780771,0.200035814,2004,2005,,,,,
10,IZG043 NC,GRILLE FULL CP,Isuzu,D-MAX,8-97367-363-2,5,7.284873609,10.71360539,0.193830221,2005,2006,,,,,
11,8-97302-099-3,HEAD LAMP LH(XENON),Isuzu,ISUZU D-MAX,8-97302-099-3,1,19.1073,0.410998815,0.381402119,2005,2006,,,,,
,8-97302-098-3,HEAD LAMP RH(XENON)ASSY,Isuzu,ISUZU D-MAX,8-97302-098-3,1,8.468483468,5.081862981,2.21277901,2005,2006,,,,,
12,8-97332-371-0,HEAD LAMP LH(XENON)UNIT,Isuzu,ISUZU D-MAX,8-97332-371-0,1,1.703509986,3.197299643,0.059855662,2005,2006,,,,,
,8-97332-370-0,HEAD LAMP RH(XENON)UNIT,Isuzu,ISUZU D-MAX,8-97332-370-0,1,1.562837401,3.278638168,0.048947457,2005,2006,,,,,
13,8-98030-125-0,FOG LAMP LH 4WD 4DOOR,Isuzu,COROLADO,8-98030-125-0,1,0.44181164,0.526323545,0.003203111,2004,2006,,,,,
,8-98030-124-0,FOG LAMP RH 4WD 4DOOR,Isuzu,COROLADO,8-98030-124-0,1,0.406641462,0.50777395,0.003554413,2004,2006,,,,,
14,IZLP039 NA,LICENSE PLATE LAMP,Isuzu,D-MAX,8-97236-690-1,20,2.005336447,3.153764075,0.026543057,2002,2005,,,,,
15,8-97364-115-0,TAIL LAMP LH,Isuzu,D-MAX,8-98023-360-0,1,0.626792488,0.985426975,0.012575404,2005,2006,,,,,
,8-97364-114-0,TAIL LAMP RH,Isuzu,D-MAX,8-98023-359-0,1,0.705558164,1.230897347,0.013420915,2005,2006,,,,,
1,IZBL039 NA,BACK UP LIGHT RED,Isuzu,ISUZU D-MAX,8-97381-629-0,1,11.30558236,5.556578521,1.000709228,2002,2005,,,,,
2,8-97294-070-2,LAMP ASM ROOF,Isuzu,D-MAX,8-97294-070-2,1,0.087207164,0.10263779,0.000651066,2002,2005,,,,,
3,8-97357-859-0,DOOR MIRROR BK LH,Isuzu,ISUZU D-MAX,8-97357-859-0,1,1.917439365,2.762772888,0.022253396,2002,2005,,,,,
,8-97357-860-0,DOOR MIRROR BK RH,Isuzu,ISUZU D-MAX,8-97236-060-4,1,1.788523997,2.175857666,0.022813646,2002,2005,,,,,
4,IZF037 LA,FENDER LH W/O S.L HOLE,Isuzu,ISUZU D-MAX,8-97234-753-6,1,2.976205305,3.954070043,0.061510696,2002,2003,,,,,
,IZF037 RA,FENDER RH W/O S.L HOLE,Isuzu,ISUZU D- MAX,8-97234-752-6,1,3.25690943,3.567397671,0.062002829,2002,2004,,,,,
5,IZF037 LB,FENDER LH W/ S.L. HOLE & FF.HOLE,Isuzu,ISUZU D-MAX,8-97234-755-6,1,3.268359877,4.24987831,0.053923457,2003,2004,,,,,
,IZF037 RB,FENDER RH W/ S.L HOLE & F.F. HOLE,Isuzu,ISUZU D-MAX,8-97234-754-6,1,2.969419777,3.990881307,0.059591661,2003,2004,,,,,
6,IZF037 LC,FENDER 4WD LH W/ FENDER FLARE HOLE,Isuzu,D-MAX,8-97374-639-0,1,2.925611127,3.534187618,0.066201376,2004,2005,,,,,
,IZF037 RC,FENDER 4WD RH W/ FENDER FLARE HOLE,Isuzu,D-MAX,8-97374-638-0,1,2.815404487,3.437752096,0.068895433,2004,2005,,,,,
7,8-97374-639-0,FENDER W/O S.L HOLE LH 4WD,Isuzu,D-MAX,8-97374-639-0,1,4.569263791,4.888655477,0.052400421,2004,2005,,,,,
,8-97374-638-0,FENDER W/O S.L HOLE RH 4WD,Isuzu,D-MAX,8-97374-638-0,1,4.811501693,4.601987287,0.05746696,2004,2005,,,,,
8,IZFD037 LA,FRONT DOOR SINGLE/SPACE LH,Isuzu,ISUZU D-MAX,8-97359-124-0,1,15.77161061,18.86583803,0.18101164,2002,2005,,,,,
,IZFD037 RA,FRONT DOOR SINGLE/SPACE RH,Isuzu,ISUZU D-MAX,8-97359-123-0,1,17.93308146,18.68690268,0.199660061,2002,2005,,,,,
9,IZFD037 LB,FRONT DOOR DOUBLE CAB,Isuzu,D-MAX,8-97359-128-0,1,20.41456651,19.20933325,0.19332501,2002,2005,,,,,
,IZFD037 RB,FRONT DOOR DOUBLE CAB,Isuzu,D-MAX,8-97359-127-0,1,18.06699579,18.53192692,0.154631434,2002,2005,,,,,
10,8-97235-287-2,FRONT DOOR PILLAR COMPLETE LH 2DR,Isuzu,D-MAX,8-97235-287-2,1,23.90903954,25.44992722,0.838524944,2002,2005,,,,,
,8-97235-286-2,FRONT DOOR PILLAR COMPLETE RH 2DR,Isuzu,D-MAX,8-97235-286-2,1,23.9484285,28.50888333,1.000179193,2002,2005,,,,,
11,IZFD037 R LA,REAR DOOR LH DOUBLE CAB,Isuzu,D-MAX,8-97359-171-0,1,18.79282973,17.1898991,0.154641613,2002,2008,,,,,
,IZFD037 R RA,REAR DOOR RH DOUBLE CABIN,Isuzu,D-MAX,8-97359-170-0,1,14.99728615,15.14300887,0.176678922,2002,2008,,,,,
12,IZSP037 LA,SIDE PANEL SINGLE CAB LH,Isuzu,D-MAX,8-97236-617-0,2,8.532066999,8.950259908,0.139408055,2004,2008,,,,,
,IZSP037 RA,SIDE PANEL SINGLE CAB RH,Isuzu,D-MAX,8-97236-313-6,2,9.140920271,9.695449506,0.13350334,2004,2008,,,,,
13,8-97356-542-0,SIDE PANEL LH 4WD,Isuzu,D-MAX,8-97356-542-0/93299-710-7,1,7.93106421,11.69003671,0.248809059,2003,2005,,,,,
14,8-97356-541-0,SIDE PANEL RH 4WD,Isuzu,D-MAX,8-97356-541-0,1,6.493130553,11.60043511,0.220601177,2003,2005,,,,,
15,IZHL039 LA,HOOD LEDGE LH,Isuzu,D-MAX,8-97234-965-1-3,1,5.770001102,7.219640078,0.295280937,2002,2005,,,,,
,IZHL039 RA,HOOD LEDGE RH,Isuzu,ISUZU D-MAX,8-97234-964-4,1,5.55304106,8.176945929,0.288404079,2002,2005,,,,,
16,IZIB042 NA,REAR BUMPER BK,Isuzu,D-MAX,8-97352-582-0,1,9.562543111,14.01102524,0.050478271,2004,2005,,,,,
17,IZIB042 NB,REAR BUMPER CP,Isuzu,D-MAX,8-97352-581-0/AC-445-C,1,9.697366004,12.44517947,0.055405447,2004,2005,,,,,
1,8-97235-326-3,ROOF SINGLE CAB,Isuzu,D-MAX,8-97235-326-3,1,5.135246281,7.302192296,0.179096155,2003,2005,,,,,
2,8-93290-859-1,ROOF (4 DRS.),Isuzu,D-MAX,8-93290-859-1,1,10.58367036,15.74194371,0.281553088,2003,2005,,,,,
3,8-97405-901-0,ROOF CUSHION 4 DOOR GRAY,Isuzu,D-MAX,8-97405-901-0,1,8.676621497,11.03372056,0.088508248,2003,2006,,,,,
4,IZIF037 LA,INNER FENDER LH,Isuzu,D-MAX,8-97235-443-1,20,5.646247757,6.024028472,0.031090604,2002,2004,,,,,
,IZIF037 RA,INNER FENDER RH,Isuzu,D-MAX,8-97235-441-2,20,7.592140763,6.219833926,0.027951223,2002,2004,,,,,
5,IZPF037 LA,PANEL FLARE 2DRS/4DRS LH,Isuzu,ISUZU D-MAX USE 2 DRS + 4 DRS,8-97331-863-0,1,0.099655402,0.438531231,0.003278041,2004,2005,,,,,
,IZPF037 RA,PANEL FLARE 2DRS/4DRS RH,Isuzu,ISUZU D-MAX USE 2 DRS + 4 DRS,8-97331-862-0,1,0.106959009,0.39460163,0.003087879,2004,2005,,,,,
6,8-97331-863-1,PANEL FLARE 2DRS/4DRS LH,Isuzu,ISUZU D-MAX USE 2 DRS + 4 DRS,8-97331-863-1,1,6.892237611,5.380294018,1.442121077,2004,2005,,,,,
7,8-97235-347-2,FRONT FENDER FLARE LH,Isuzu,D-MAX,8-97377-371-0,1,0.678042738,1.751985271,0.082845442,2003,2004,,,,,
,8-97235-346-2,FRONT FENDER FLARE RH,Isuzu,D-MAX,8-97377-370-0,1,0.705460877,1.857879352,0.081300575,2003,2004,,,,,
8,8-97331-841-0,FRONT FENDER FLARE 2DRS/4 DRS LH,Isuzu,ISUZU D-MAX 2DRS + 4DRS,8-97331-841-0,1,2.162899215,2.141080808,0.11720573,2004,2005,,,,,
,8-97331-829-0,FRONT FENDER FLARE 2 DRS/4 DRS RH,Isuzu,ISUZU D-MAX 2DRS + 4DRS,8-97377-431-0,1,12.71711919,8.651685228,1.277746712,2004,2005,,,,,
9,8-97377-374-0,F.FENDER FLARE LH 2WD/4WD,Isuzu,D-MAX,8-97377-374-0,1,1.211844526,1.372626647,0.080260558,2004,2004,,,,,
,8-97377-373-0,F.FENDER FLARE RH 2WD/4WD,Isuzu,D-MAX,8-97377-373-0,1,1.15309432,1.239248948,0.07832986,2004,2004,,,,,
10,8-97235-465-2,REAR FENDER FLARE 2 DRS CAB,Isuzu,ISUZU D-MAX 2 DRS CAB,8-97235-465-2,1,1.585428344,1.978530297,0.122119005,2004,2005,,,,,
,8-97235-466-2,REAR FENDER FLARE,Isuzu,ISUZU D-MAX 2 DRS CAB,8-97235-466-2,1,1.526346353,2.285667456,0.100451833,2004,2005,,,,,
11,8-97235-470-1,REAR FENDER FLARE 4 DRS LH,Isuzu,ISUZU D-MAX 4DRS,8-97235-470-1,1,0.168662238,0.157183825,0.002581305,2004,2005,,,,,
,8-97235-469-1,REAR FENDER FLARE 4 DRS RH,Isuzu,ISUZU D-MAX 4 DRS,8-97350-478-1,1,0.126053652,0.142507436,0.002322989,2004,2005,,,,,
12,8-97350-460-1,REAR FENDER FLARE 4 DRS LH,Isuzu,ISUZU D-MAX 4DRS,8-97377-500-0,1,0.943218721,2.192981501,0.488530002,2004,2005,,,,,
,8-97350-458-1,REAR FENDER FLARE 4 DRS RH,Isuzu,ISUZU D-MAX 4DRS,8-97377-499-0,1,2.766431972,2.891816034,1.216951071,2004,2005,,,,,
13,8-97377-504-0,R.FENDER FLARE LH 4WD,Isuzu,D-MAX,8-97377-504-0,1,2.832496741,2.850893344,0.26940206,2004,2004,,,,,
,8-97377-503-0,R.FENDER FLARE RH 4WD,Isuzu,D-MAX,8-97377-503-0,1,1.819622277,2.41518999,0.642264498,2004,2004,,,,,
14,8-97941-531-0,RADIATOR FAN SHROUD LOWER C24SE,Isuzu,D-MAX,8-97372-866-1,1,0.109017814,0.147915201,0.000964794,2005,2006,,,,,
15,IZWG037 MA,WEATHER GUARD NORMAL SIZE 2 DRS,Isuzu,D-MAX,LKP6-E97LS-X8,1,5.992731169,10.6254708,0.440421399,2005,2005,,,,,
1,IZWG037 MB,WEATHER GUARD NORMAL SIZE 4 DRS,Isuzu,D-MAX,OCM0-10TWT-5O,1,3.124826266,7.971815225,2.52735211,2005,2005,,,,,
2,IZWG037 MC,WEATHER GUARD NORMAL SIZE 2 DRS,Isuzu,D-MAX,4CQI-VDZYM-TS,1,8.990690529,15.78202302,1.06004168,2005,2005,,,,,
3,IZWG037 MD,WEATHER GUARD NORMAL SIZE 4 DRS,Isuzu,D-MAX,3-77774-902-2,1,4.064585969,0.07174573,0.457976507,2005,2005,,,,,
4,IZWG037 SA,WEATHER GUARD SLIM SIZE 2DR TRSP BK,Isuzu,D-MAX,IZWG037 SA,1,1.512265721,3.209744052,1.222070641,2005,2005,,,,,
5,IZWG037 SB,WEATHER GUARD SLIM SIZE 4 DRS TRANSPARENT BK,Isuzu,D-MAX,79ZX-DKI80-1P,1,5.777516947,8.363867189,0.779837148,2005,2005,,,,,
6,IZWG037 SC,WEATHER GUARD SLIM SIZE 2 DRS,Isuzu,D-MAX,IM7U-AR72K-HL,1,20.55905677,10.02085591,0.442333535,2005,2005,,,,,
7,IZWG037 SD,WEATHER GUARD SLIM SIZE 4 DRS,Isuzu,D-MAX,NPH8-7XM2R-4T,1,0.736809941,9.640500717,0.600578271,2005,2005,,,,,
8,IZWG039 F SB,SLIM WEATHER GUARD 4D TRSP BK,Isuzu,D-MAX,IZWG039 F SB,1,3.215786676,14.30582118,0.326736499,2005,2005,,,,,
9,IZWG039 R SB,SLIM WEATHER GUARD 4D TRSP BK,Isuzu,D-MAX,IZWG039 R SB,1,14.84799552,17.41388691,0.845928662,2005,2005,,,,,
10,IZWG039 SB,SLIM WEATHER GUARD 4D TRSP BK,Isuzu,D-MAX,IZWG039 SB,1,15.03456046,16.28488777,0.531171208,2005,2005,,,,,
11,IZBG037 BA,JUMBO BUG SHIELD GUARD TRSP BK,Isuzu,D-MAX,IZBG037 BA,1,0.822119287,1.126389632,0.003068276,2005,2005,,,,,
12,IZBG037 BC,JUMBO BUG SHIELD GUARD COLORED,Isuzu,D-MAX,VW12-FXC6H-J2,1,1.528934201,14.50104997,2.355448027,2004,2005,,,,,
13,IZBG037 MA,MIDUIM BUG SHIELD GUARD TRSP BK,Isuzu,D-MAX,IZBG037 MA,1,1.467218335,6.409811647,0.441200873,2005,2005,,,,,
14,IZBG037 MC,MEIDUIM BUG SHEILD GUARDS TRS COLORED,Isuzu,D-MAX,KTJA-Y0NXQ-GB,1,0.760623841,0.796041274,0.212553947,2003,2003,,,,,
15,IZBG037 SA,SLIM BUG SHIELD GUARD TRSP BK,Isuzu,D-MAX,IZBG037 SA,1,4.82757985,6.618934706,0.763016681,2005,2005,,,,,
